customer_id,name,email,account_open_date,credit_limit,state,phone_number,current_balance,fico_score,dq_flag_missing_critical,dq_flag_invalid_email,dq_flag_fico_out_of_range,dq_flag_balance_outlier,dq_flag_future_date,state_cleaned,dq_flag_any_issue
CUST11250,Customer 1250,customer1250@email.com,2018-06-24,7500.0,NY,(966) 467-9137,2536.32,665.0,False,False,False,False,False,NY,False
CUST15768,Customer 5768,customer5768@email.com,2024-05-27,2500.0,FL,(556) 886-3886,3348.17,624.0,False,False,False,False,False,FL,False
CUST15718,Customer 5718,customer5718@email.com,2018-09-02,15000.0,CA,(593) 305-7407,239.53,794.0,False,False,False,False,False,CA,False
CUST15236,Customer 5236,customer5236@email.com,2019-05-04,2500.0,NY,(873) 576-2257,-307.31,623.0,False,False,False,False,False,NY,False
CUST11274,Customer 1274,customer1274@email.com,2018-03-20,10000.0,IL,(809) 509-9664,914.88,812.0,False,False,False,False,False,IL,False
CUST10482,Customer 482,customer482@email.com,2019-10-29,5000.0,,,999999.0,581.0,True,False,False,True,False,UNKNOWN,True
CUST13608,Customer 3608,customer3608@email.com,2024-04-10,25000.0,CA,(283) 920-1541,2559.58,676.0,False,False,False,False,False,CA,False
CUST12757,Customer 2757,customer2757@email.com,2024-05-12,2500.0,ca ,(254) 533-5081,,,True,False,False,False,False,CA,True
CUST16201,Customer 6201,customer6201@email.com,2023-08-17,1000.0,CA,(285) 865-7159,2328.75,667.0,False,False,False,False,False,CA,False
CUST15947,Customer 5947,customer5947@email.com,2024-12-14,5000.0,TX,(358) 681-3899,,722.0,False,False,False,False,False,TX,False
CUST13796,Customer 3796,customer3796@email.com,2024-08-14,1000.0,IL,(424) 231-8452,3940.37,675.0,False,False,False,False,False,IL,False
CUST14648,Customer 4648,customer4648@email.com,2018-05-04,5000.0,Texas,(892) 562-3520,1512.67,706.0,False,False,False,False,False,UNKNOWN,False
CUST14864,Customer 4864,,2021-01-25,15000.0,FL,(445) 967-4289,1887.25,676.0,True,False,False,False,False,FL,True
CUST15555,Customer 5555,customer5555@email.com,2020-12-10,10000.0,ca ,(659) 266-5939,3699.81,630.0,False,False,False,False,False,CA,False
CUST10962,Customer 962,customer962@email.com,2024-06-29,5000.0,,(747) 392-9397,3989.68,778.0,False,False,False,False,False,UNKNOWN,False
CUST10152,Customer 152,customer152@email.com,2022-11-05,2500.0,Texas,(462) 693-9235,,589.0,False,False,False,False,False,UNKNOWN,False
CUST16065,Customer 6065,customer6065@email.com,2022-02-09,1000.0,FL,(709) 764-5597,2416.7,751.0,False,False,False,False,False,FL,False
CUST17744,Customer 7744,customer7744@email.com,2018-09-29,10000.0,NY,(500) 672-8909,1774.77,614.0,False,False,False,False,False,NY,False
CUST12130,Customer 2130,customer2130@email.com,2023-10-31,2500.0,NY,(256) 575-4655,4131.76,838.0,False,False,False,False,False,NY,False
CUST13004,Customer 3004,customer3004@email.com,2024-02-15,15000.0,TX,(710) 414-2378,-581.22,693.0,False,False,False,False,False,TX,False
CUST10373,Customer 373,customer373@email.com,2023-07-04,15000.0,FL,(321) 600-8968,1911.81,703.0,False,False,False,False,False,FL,False
CUST17876,Customer 7876,customer7876@email.com,2022-03-23,1000.0,,(825) 832-8268,1317.71,758.0,False,False,False,False,False,UNKNOWN,False
CUST12727,Customer 2727,customer2727@email.com,2021-03-01,25000.0,FL,(732) 494-1933,1817.99,667.0,False,False,False,False,False,FL,False
CUST12163,Customer 2163,customer2163@email.com,2018-02-21,25000.0,IL,(252) 916-5746,35.88,652.0,False,False,False,False,False,IL,False
CUST11417,Customer 1417,customer1417@email.com,2022-07-11,7500.0,ca ,(237) 543-7464,1894.91,773.0,False,False,False,False,False,CA,False
CUST11278,Customer 1278,customer1278@email.com,2024-02-12,2500.0,IL,(342) 830-3223,3255.98,,True,False,False,False,False,IL,True
CUST12128,Customer 2128,customer2128@email.com,2023-05-04,,NY,(342) 645-9863,1231.53,770.0,False,False,False,False,False,NY,False
CUST13097,Customer 3097,customer3097@email.com,2022-05-12,2500.0,FL,(244) 357-4812,1376.29,,True,False,False,False,False,FL,True
CUST14629,Customer 4629,customer4629@email.com,2021-10-22,15000.0,NY,(219) 830-2816,1015.26,736.0,False,False,False,False,False,NY,False
CUST15049,Customer 5049,customer5049@email.com,2018-12-10,25000.0,IL,(240) 555-8450,884.18,554.0,False,False,False,False,False,IL,False
CUST12148,Customer 2148,customer2148@email.com,2019-12-16,25000.0,CA,(348) 408-1842,992.12,679.0,False,False,False,False,False,CA,False
CUST17200,Customer 7200,customer7200@email.com,2021-08-10,2500.0,IL,(720) 982-8460,2634.41,804.0,False,False,False,False,False,IL,False
CUST17490,Customer 7490,customer7490@email.com,2021-03-25,2500.0,NY,(717) 746-6610,3533.04,727.0,False,False,False,False,False,NY,False
CUST15698,Customer 5698,customer5698@email.com,2023-11-19,25000.0,FL,(348) 426-1471,999999.0,670.0,False,False,False,True,False,FL,True
CUST12567,Customer 2567,customer2567@email.com,2019-01-30,5000.0,,(673) 764-1371,4073.59,703.0,False,False,False,False,False,UNKNOWN,False
CUST16169,Customer 6169,customer6169@email.com,2023-09-29,25000.0,,(552) 772-3984,170.21,731.0,False,False,False,False,False,UNKNOWN,False
CUST13382,Customer 3382,customer3382@email.com,2019-05-29,10000.0,CA,(817) 486-2710,3089.94,648.0,False,False,False,False,False,CA,False
CUST11778,Customer 1778,customer1778@email.com,2018-03-07,2500.0,NY,(256) 564-1512,2452.7,603.0,False,False,False,False,False,NY,False
CUST15766,Customer 5766,customer5766@email.com,2020-12-31,5000.0,TX,(937) 760-9302,2172.93,615.0,False,False,False,False,False,TX,False
CUST12042,Customer 2042,customer2042@email.com,2018-12-30,1000.0,CA,(659) 310-2506,,691.0,False,False,False,False,False,CA,False
CUST12219,Customer 2219,customer2219@email.com,2019-12-18,25000.0,FL,(434) 858-5389,2543.83,685.0,False,False,False,False,False,FL,False
CUST17572,Customer 7572,customer7572@email.com,2021-12-24,1000.0,NY,(277) 928-5245,2114.65,767.0,False,False,False,False,False,NY,False
CUST11244,Customer 1244,customer1244@email.com,2022-12-23,25000.0,,(467) 980-2474,3879.11,581.0,False,False,False,False,False,UNKNOWN,False
CUST15385,Customer 5385,customer5385@email.com,2018-03-17,5000.0,NY,(791) 316-2825,1988.23,752.0,False,False,False,False,False,NY,False
CUST16757,Customer 6757,customer6757@email.com,2022-05-10,7500.0,Texas,(255) 204-1401,424.71,714.0,False,False,False,False,False,UNKNOWN,False
CUST10239,Customer 239,customer239@email.com,2019-09-18,2500.0,NY,,2277.87,830.0,True,False,False,False,False,NY,True
CUST17862,Customer 7862,customer7862@email.com,2024-11-25,2500.0,TX,(227) 804-8777,2003.67,655.0,False,False,False,False,False,TX,False
CUST12304,Customer 2304,customer2304@email.com,2020-08-17,5000.0,ca ,(908) 967-9584,2174.69,608.0,False,False,False,False,False,CA,False
CUST14127,Customer 4127,customer4127@email.com,2021-06-19,10000.0,IL,(624) 416-9016,2823.39,750.0,False,False,False,False,False,IL,False
CUST17810,Customer 7810,customer7810@email.com,2024-03-18,2500.0,,(474) 887-5556,1651.01,621.0,False,False,False,False,False,UNKNOWN,False
CUST13710,Customer 3710,customer3710@email.com,2022-12-21,2500.0,,(868) 347-8488,4880.6,800.0,False,False,False,False,False,UNKNOWN,False
CUST16791,Customer 6791,customer6791@email.com,2022-08-27,25000.0,IL,(764) 555-3274,124.52,657.0,False,False,False,False,False,IL,False
CUST12585,Customer 2585,,2019-10-29,25000.0,NY,(883) 288-8114,1592.82,595.0,True,False,False,False,False,NY,True
CUST11253,Customer 1253,customer1253@email.com,2019-11-19,2500.0,IL,(692) 486-4986,-137.68,705.0,False,False,False,False,False,IL,False
CUST13404,Customer 3404,customer3404@email.com,2021-03-23,2500.0,TX,(826) 534-6662,237.81,603.0,False,False,False,False,False,TX,False
CUST14669,Customer 4669,customer4669@email.com,2019-08-12,10000.0,NY,(737) 828-9664,531.56,683.0,False,False,False,False,False,NY,False
CUST10103,Customer 103,customer103@email.com,2023-02-09,,NY,(906) 210-1507,1016.3,665.0,False,False,False,False,False,NY,False
CUST11010,Customer 1010,customer1010@email.com,2020-04-13,7500.0,  ny,(268) 240-2888,1463.95,652.0,False,False,False,False,False,NY,False
CUST16997,Customer 6997,customer6997@email.com,2021-03-04,25000.0,FL,(358) 336-6519,2273.91,636.0,False,False,False,False,False,FL,False
CUST13006,Customer 3006,invalid_email_format,2020-11-13,25000.0,NY,(978) 572-8545,1843.48,740.0,False,True,False,False,False,NY,True
CUST10977,Customer 977,customer977@email.com,2018-01-15,2500.0,TX,(591) 935-5611,1511.02,643.0,False,False,False,False,False,TX,False
CUST15944,Customer 5944,customer5944@email.com,2019-02-16,1000.0,FL,(560) 638-8968,1070.73,638.0,False,False,False,False,False,FL,False
CUST15212,Customer 5212,customer5212@email.com,2022-01-21,25000.0,,(281) 526-9633,793.0,757.0,False,False,False,False,False,UNKNOWN,False
CUST17580,Customer 7580,customer7580@email.com,2021-10-05,10000.0,FL,(520) 538-3320,2039.81,716.0,False,False,False,False,False,FL,False
CUST16752,Customer 6752,customer6752@email.com,2022-07-23,2500.0,CA,(306) 377-5336,2807.21,746.0,False,False,False,False,False,CA,False
CUST11035,Customer 1035,customer1035@email.com,2018-04-22,7500.0,CA,(735) 281-1783,3147.76,585.0,False,False,False,False,False,CA,False
CUST11407,Customer 1407,customer1407@email.com,2020-11-19,10000.0,  ny,(748) 771-3731,1840.5,720.0,False,False,False,False,False,NY,False
CUST17844,Customer 7844,customer7844@email.com,2020-07-18,15000.0,TX,(912) 483-2142,3809.04,653.0,False,False,False,False,False,TX,False
CUST11430,Customer 1430,customer1430@email.com,2024-07-17,7500.0,FL,(594) 253-8590,2192.43,700.0,False,False,False,False,False,FL,False
CUST14258,Customer 4258,customer4258@email.com,2023-01-26,5000.0,Texas,(804) 970-6689,3360.44,,True,False,False,False,False,UNKNOWN,True
CUST15307,Customer 5307,customer5307@email.com,2021-06-07,5000.0,FL,(972) 369-1162,-207.94,642.0,False,False,False,False,False,FL,False
CUST16171,Customer 6171,customer6171@email.com,2019-05-11,2500.0,CA,(276) 569-3321,3167.85,675.0,False,False,False,False,False,CA,False
CUST13972,Customer 3972,customer3972@email.com,2021-06-14,7500.0,FL,(607) 394-8600,-348.29,688.0,False,False,False,False,False,FL,False
CUST17757,Customer 7757,customer7757@email.com,2024-10-18,15000.0,FL,(713) 605-1211,4682.57,714.0,False,False,False,False,False,FL,False
CUST11679,Customer 1679,customer1679@email.com,2021-12-21,25000.0,NY,(350) 285-3475,1524.74,760.0,False,False,False,False,False,NY,False
CUST14758,Customer 4758,,2023-10-27,10000.0,CA,(926) 509-5221,1418.13,,True,False,False,False,False,CA,True
CUST12529,Customer 2529,customer2529@email.com,2021-06-03,15000.0,NY,(929) 894-1372,1368.18,626.0,False,False,False,False,False,NY,False
CUST13509,Customer 3509,customer3509@email.com,2020-02-22,1000.0,CA,(705) 986-3543,994.78,810.0,False,False,False,False,False,CA,False
CUST17484,Customer 7484,customer7484@email.com,2018-01-19,5000.0,FL,(786) 634-4128,1169.58,576.0,False,False,False,False,False,FL,False
CUST13838,Customer 3838,customer3838@email.com,2023-10-16,15000.0,CA,(852) 619-9364,3412.3,620.0,False,False,False,False,False,CA,False
CUST11526,Customer 1526,customer1526@email.com,2024-11-21,5000.0,TX,(942) 410-7883,3427.9,754.0,False,False,False,False,False,TX,False
CUST13295,Customer 3295,customer3295@email.com,2025-05-12,2500.0,CA,(517) 678-4878,0.66,601.0,False,False,False,False,False,CA,False
CUST17129,Customer 7129,customer7129@email.com,2019-05-03,15000.0,CA,(365) 715-4569,3595.68,,True,False,False,False,False,CA,True
CUST10480,Customer 480,customer480@email.com,2023-07-18,25000.0,CA,(762) 412-5887,620.11,629.0,False,False,False,False,False,CA,False
CUST11962,Customer 1962,customer1962@email.com,2024-12-05,7500.0,CA,(698) 694-3583,4172.19,675.0,False,False,False,False,False,CA,False
CUST16613,Customer 6613,customer6613@email.com,2019-04-04,15000.0,ca ,(258) 738-7282,,628.0,False,False,False,False,False,CA,False
CUST12900,Customer 2900,customer2900@email.com,2019-11-02,1000.0,NY,(396) 280-7558,971.84,732.0,False,False,False,False,False,NY,False
CUST14824,Customer 4824,customer4824@email.com,2024-02-03,25000.0,FL,(779) 663-9760,,537.0,False,False,False,False,False,FL,False
CUST17902,Customer 7902,customer7902@email.com,2022-02-28,10000.0,IL,(537) 536-7328,4414.05,734.0,False,False,False,False,False,IL,False
CUST14858,Customer 4858,customer4858@email.com,2020-05-07,2500.0,,(370) 611-5044,1002.7,803.0,False,False,False,False,False,UNKNOWN,False
CUST15916,Customer 5916,customer5916@email.com,2022-12-12,7500.0,FL,(550) 441-8298,2123.89,701.0,False,False,False,False,False,FL,False
CUST15689,Customer 5689,customer5689@email.com,2024-03-17,,TX,,4619.34,821.0,True,False,False,False,False,TX,True
CUST16134,Customer 6134,customer6134@email.com,2021-08-22,5000.0,CA,(773) 555-6501,1259.13,597.0,False,False,False,False,False,CA,False
CUST13879,Customer 3879,customer3879@email.com,2018-02-01,2500.0,TX,(670) 590-2569,3406.27,682.0,False,False,False,False,False,TX,False
CUST13053,Customer 3053,customer3053@email.com,2024-05-27,10000.0,TX,,1401.36,,True,False,False,False,False,TX,True
CUST11647,Customer 1647,customer1647@email.com,2023-02-02,7500.0,  ny,(685) 898-3283,3834.59,792.0,False,False,False,False,False,NY,False
CUST10791,Customer 791,customer791@email.com,2023-10-07,5000.0,NY,(574) 732-1197,519.98,637.0,False,False,False,False,False,NY,False
CUST12969,Customer 2969,,2019-07-11,7500.0,Texas,(469) 622-7648,1239.63,697.0,True,False,False,False,False,UNKNOWN,True
CUST10984,Customer 984,customer984@email.com,2019-06-30,10000.0,FL,(408) 887-5321,-15.88,817.0,False,False,False,False,False,FL,False
CUST10459,Customer 459,customer459@email.com,2024-05-29,1000.0,TX,(686) 490-4072,-36.55,572.0,False,False,False,False,False,TX,False
CUST11147,Customer 1147,customer1147@email.com,2018-02-20,10000.0,CA,(691) 277-1039,3872.47,681.0,False,False,False,False,False,CA,False
CUST16031,Customer 6031,customer6031@email.com,2018-12-09,15000.0,IL,(898) 660-3226,1729.58,649.0,False,False,False,False,False,IL,False
CUST10846,Customer 846,customer846@email.com,2020-06-09,15000.0,,(745) 726-2352,2403.91,713.0,False,False,False,False,False,UNKNOWN,False
CUST13402,Customer 3402,customer3402@email.com,2019-08-08,5000.0,IL,(391) 429-1837,3250.86,641.0,False,False,False,False,False,IL,False
CUST14380,Customer 4380,customer4380@email.com,2019-04-11,15000.0,CA,(413) 329-3031,560.55,677.0,False,False,False,False,False,CA,False
CUST17582,Customer 7582,customer7582@email.com,2019-11-16,2500.0,CA,(411) 267-6954,1161.65,571.0,False,False,False,False,False,CA,False
CUST10256,Customer 256,customer256@email.com,2019-08-28,1000.0,TX,(438) 904-8218,3083.34,724.0,False,False,False,False,False,TX,False
CUST15498,Customer 5498,customer5498@email.com,2019-04-17,1000.0,ca ,(289) 916-4414,1753.18,648.0,False,False,False,False,False,CA,False
CUST10353,Customer 353,,2024-08-31,2500.0,ca ,(896) 804-8659,3907.76,633.0,True,False,False,False,False,CA,True
CUST14665,Customer 4665,customer4665@email.com,2023-04-07,15000.0,Texas,(907) 493-2948,1415.91,690.0,False,False,False,False,False,UNKNOWN,False
CUST15961,Customer 5961,customer5961@email.com,2023-11-20,15000.0,TX,(332) 872-5383,1121.25,595.0,False,False,False,False,False,TX,False
CUST13058,Customer 3058,customer3058@email.com,2020-11-24,1000.0,NY,(893) 533-6285,4001.03,668.0,False,False,False,False,False,NY,False
CUST17794,Customer 7794,,2021-08-28,15000.0,NY,(984) 868-8123,4021.45,743.0,True,False,False,False,False,NY,True
CUST16462,Customer 6462,customer6462@email.com,2025-04-22,10000.0,CA,(937) 710-9985,1264.34,615.0,False,False,False,False,False,CA,False
CUST13986,Customer 3986,customer3986@email.com,2022-01-26,25000.0,NY,(711) 637-8214,2795.04,589.0,False,False,False,False,False,NY,False
CUST13991,Customer 3991,customer3991@email.com,2018-10-29,2500.0,CA,(345) 643-5499,1604.11,810.0,False,False,False,False,False,CA,False
CUST10364,Customer 364,customer364@email.com,2019-06-07,5000.0,FL,(402) 915-2253,390.73,572.0,False,False,False,False,False,FL,False
CUST12551,Customer 2551,customer2551@email.com,2020-11-29,5000.0,TX,(482) 352-8179,2203.76,,True,False,False,False,False,TX,True
CUST11631,Customer 1631,customer1631@email.com,2020-06-01,7500.0,CA,(558) 564-2696,1521.87,792.0,False,False,False,False,False,CA,False
CUST13276,Customer 3276,customer3276@email.com,2018-02-17,2500.0,Texas,(232) 427-3596,2347.55,561.0,False,False,False,False,False,UNKNOWN,False
CUST10982,Customer 982,customer982@email.com,2021-10-30,2500.0,NY,(431) 855-1830,2898.43,622.0,False,False,False,False,False,NY,False
CUST11632,Customer 1632,customer1632@email.com,2022-02-09,25000.0,CA,(340) 907-7169,2270.67,681.0,False,False,False,False,False,CA,False
CUST13308,Customer 3308,customer3308@email.com,2022-10-12,5000.0,NY,(426) 583-7723,5899.79,689.0,False,False,False,False,False,NY,False
CUST10109,Customer 109,,2024-04-02,2500.0,FL,(937) 860-6341,-176.02,773.0,True,False,False,False,False,FL,True
CUST15607,Customer 5607,customer5607@email.com,2025-01-21,1000.0,ca ,(335) 296-8092,1137.36,831.0,False,False,False,False,False,CA,False
CUST16334,Customer 6334,customer6334@email.com,2021-06-08,1000.0,FL,(967) 863-2933,-933.88,,True,False,False,False,False,FL,True
CUST14073,Customer 4073,,2021-01-07,15000.0,FL,(223) 971-6924,1978.84,770.0,True,False,False,False,False,FL,True
CUST11079,Customer 1079,customer1079@email.com,2020-04-16,1000.0,CA,(722) 709-8948,342.8,744.0,False,False,False,False,False,CA,False
CUST15665,Customer 5665,customer5665@email.com,2023-11-08,5000.0,CA,(902) 777-1422,2016.2,726.0,False,False,False,False,False,CA,False
CUST14068,Customer 4068,customer4068@email.com,2023-07-11,2500.0,TX,(822) 470-2925,1106.98,647.0,False,False,False,False,False,TX,False
CUST15852,Customer 5852,customer5852@email.com,2024-05-30,1000.0,FL,(462) 415-7877,5228.95,658.0,False,False,False,False,False,FL,False
CUST16884,Customer 6884,customer6884@email.com,2019-12-13,1000.0,Texas,(200) 683-5286,1350.56,759.0,False,False,False,False,False,UNKNOWN,False
CUST10409,Customer 409,customer409@email.com,2021-03-02,10000.0,FL,(390) 769-1946,2590.84,601.0,False,False,False,False,False,FL,False
CUST17600,Customer 7600,customer7600@email.com,2021-08-24,10000.0,FL,(658) 543-3633,5339.75,655.0,False,False,False,False,False,FL,False
CUST10533,Customer 533,customer533@email.com,2025-02-25,15000.0,CA,(606) 240-5072,1034.4425443012144,,True,False,False,False,False,CA,True
CUST10477,Customer 477,customer477@email.com,2021-10-02,15000.0,Texas,(704) 742-8060,1734.62,731.0,False,False,False,False,False,UNKNOWN,False
CUST12676,Customer 2676,customer2676@email.com,2024-02-20,7500.0,CA,(702) 830-2071,1372.35,800.0,False,False,False,False,False,CA,False
CUST11290,Customer 1290,customer1290@email.com,2018-04-05,5000.0,TX,(545) 239-7610,3629.81,752.0,False,False,False,False,False,TX,False
CUST12968,Customer 2968,customer2968@email.com,2023-01-30,5000.0,CA,(961) 305-5838,-614.56,636.0,False,False,False,False,False,CA,False
CUST11642,Customer 1642,customer1642@email.com,2019-09-02,7500.0,IL,(584) 225-2601,2314.46,707.0,False,False,False,False,False,IL,False
CUST10857,Customer 857,customer857@email.com,2020-05-23,,TX,(743) 329-2671,4575.13,790.0,False,False,False,False,False,TX,False
CUST16081,Customer 6081,customer6081@email.com,2025-03-03,7500.0,CA,(593) 575-4792,1990.93,593.0,False,False,False,False,False,CA,False
CUST10210,Customer 210,customer210@email.com,2021-12-30,2500.0,,(708) 370-4523,1366.84,705.0,False,False,False,False,False,UNKNOWN,False
CUST17318,Customer 7318,customer7318@email.com,2021-09-06,1000.0,CA,(491) 505-7403,2998.85,743.0,False,False,False,False,False,CA,False
CUST14445,Customer 4445,customer4445@email.com,2021-03-28,1000.0,  ny,(607) 893-7673,724.53,725.0,False,False,False,False,False,NY,False
CUST11477,Customer 1477,customer1477@email.com,2020-11-23,15000.0,CA,(442) 586-4502,2420.76,622.0,False,False,False,False,False,CA,False
CUST12633,Customer 2633,customer2633@email.com,2018-08-01,15000.0,TX,(593) 250-9591,1082.24,746.0,False,False,False,False,False,TX,False
CUST16033,Customer 6033,customer6033@email.com,2020-04-19,2500.0,TX,(234) 205-6283,,621.0,False,False,False,False,False,TX,False
CUST13169,Customer 3169,customer3169@email.com,2018-11-23,15000.0,IL,(309) 561-1188,2152.01,640.0,False,False,False,False,False,IL,False
CUST13835,Customer 3835,customer3835@email.com,2018-02-25,5000.0,TX,(863) 886-2813,1690.67,732.0,False,False,False,False,False,TX,False
CUST13660,Customer 3660,customer3660@email.com,2019-04-21,15000.0,  ny,(513) 898-2975,3797.66,690.0,False,False,False,False,False,NY,False
CUST16915,Customer 6915,customer6915@email.com,2020-01-29,10000.0,NY,(849) 645-3736,2354.81,726.0,False,False,False,False,False,NY,False
CUST14115,Customer 4115,customer4115@email.com,2022-01-05,2500.0,NY,(716) 645-9320,1148.09,733.0,False,False,False,False,False,NY,False
CUST15015,Customer 5015,customer5015@email.com,2022-08-01,15000.0,  ny,(229) 498-2254,3462.08,791.0,False,False,False,False,False,NY,False
CUST14281,Customer 4281,customer4281@email.com,2022-12-28,15000.0,Texas,(970) 482-8460,2467.96,688.0,False,False,False,False,False,UNKNOWN,False
CUST10484,Customer 484,customer484@email.com,2024-03-03,25000.0,CA,(531) 927-2236,1722.69,677.0,False,False,False,False,False,CA,False
CUST16312,Customer 6312,customer6312@email.com,2022-11-01,2500.0,IL,(754) 410-8589,1184.18,750.0,False,False,False,False,False,IL,False
CUST12368,Customer 2368,customer2368@email.com,2022-02-16,1000.0,CA,(497) 322-5912,903.73,675.0,False,False,False,False,False,CA,False
CUST11814,Customer 1814,customer1814@email.com,2020-05-22,7500.0,TX,(419) 819-1381,-640.08,683.0,False,False,False,False,False,TX,False
CUST11069,Customer 1069,customer1069@email.com,2018-08-26,5000.0,CA,(502) 674-6678,-156.66,699.0,False,False,False,False,False,CA,False
CUST15812,Customer 5812,customer5812@email.com,2018-05-29,10000.0,TX,(717) 400-6316,2691.1,737.0,False,False,False,False,False,TX,False
CUST15965,Customer 5965,customer5965@email.com,2020-04-18,7500.0,CA,(792) 282-5871,4524.09,624.0,False,False,False,False,False,CA,False
CUST17912,Customer 7912,customer7912@email.com,2020-01-10,2500.0,TX,(847) 236-3098,-776.86,648.0,False,False,False,False,False,TX,False
CUST14216,Customer 4216,customer4216@email.com,2023-11-28,7500.0,NY,(495) 528-2783,-192.23,764.0,False,False,False,False,False,NY,False
CUST11691,Customer 1691,customer1691@email.com,2023-10-28,2500.0,TX,(339) 432-4116,2462.06,674.0,False,False,False,False,False,TX,False
CUST17275,Customer 7275,customer7275@email.com,2024-08-15,1000.0,NY,(534) 925-6511,2846.4,,True,False,False,False,False,NY,True
CUST12854,Customer 2854,customer2854@email.com,2022-09-20,15000.0,,(876) 653-9332,-322.09,612.0,False,False,False,False,False,UNKNOWN,False
CUST14344,Customer 4344,customer4344@email.com,2022-07-15,7500.0,CA,(801) 285-2828,327.71,795.0,False,False,False,False,False,CA,False
